City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
698,Miyako,JP,39.6367,141.9525,60.89,66,52,5.73,broken clouds
699,Chipinge,ZW,-20.1883,32.6236,56.3,33,0,3.56,clear sky
700,Tumut,AU,-35.3,148.2167,27.59,65,0,2.39,clear sky
701,Tezu,IN,27.9167,96.1667,75.38,76,98,2.68,overcast clouds
702,Dzerzhinskoye,RU,56.8344,95.2283,32.47,76,67,4.18,broken clouds
703,Pimentel,PE,-6.8367,-79.9342,70.09,82,90,4.0,overcast clouds
704,Tacna,PE,-18.0056,-70.2483,59.9,77,100,4.07,overcast clouds
705,Boromo,BF,11.75,-2.9333,92.73,32,89,5.28,overcast clouds
706,Svetlogorsk,BY,52.6333,29.7333,52.12,94,100,8.59,overcast clouds
707,Smithers,CA,54.7804,-127.1743,61.12,36,75,6.91,broken clouds
708,Fastovetskaya,RU,45.9189,40.1589,60.33,93,100,12.77,light rain
709,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,85,31,11.74,scattered clouds
710,Amapa,BR,1.0,-52.0,73.31,98,35,2.93,scattered clouds
711,Hurghada,EG,27.2574,33.8129,86.04,19,0,6.91,clear sky
712,Riberalta,BO,-10.9833,-66.1,89.8,55,20,1.77,few clouds
713,Lodja,CD,-3.4833,23.4333,73.74,59,83,1.39,broken clouds
